dados_google_querodelivery
3 de Maio de 2022 - 31 de Maio de 2022
Campanha,Tipo de campanha,Dia,Cidade (local geográfico),Código da moeda,Cliques,Impr.,CTR,CPC médio,Custo,Conversões,Custo / conv.,Taxa de conv.
[download]Manutencao_Marketing_geral,App,2022-05-29,Igarassu,BRL,5,207,"2,42%","0,19","0,97","3,00","0,32","42,86%"
[download]Manutencao_Marketing_geral,App,2022-05-31,Lagarto,BRL,59,357,"16,53%","0,10","6,04","46,00","0,13","74,19%"
[download]Manutencao_Marketing_geral,App,2022-05-31,Penedo,BRL,5,106,"4,72%","0,18","0,92","1,00","0,92","20,00%"
[download]Manutencao_Marketing_geral,App,2022-05-23,Catolé do Rocha,BRL,0,59,"0,00%", --,"0,01","0,00", --,0
[download]Manutencao_Marketing_geral,App,2022-05-09,Paudalho,BRL,0,16,"0,00%", --,"0,00","0,00", --,0
[download]Manutencao_Marketing_geral,App,2022-05-31,Picos,BRL,11,206,"5,34%","0,15","1,63","7,00","0,23","63,64%"
[download]Manutencao_Marketing_geral,App,2022-05-20,Queimadas,BRL,0,3,"0,00%", --,"0,00","0,00", --,0
[download]Manutencao_Marketing_geral,App,2022-05-21,Paulista,BRL,6,533,"1,13%","0,23","1,40","0,00", --,"0,00%"
[download]Manutencao_Marketing_geral,App,2022-05-10,Irecê,BRL,11,84,"13,10%","0,21","2,26","7,00","0,32","63,64%"
[download]Manutencao_Marketing_geral,App,2022-05-14,Aracaju,BRL,20,1.179,"1,70%","0,16","3,28","10,00","0,33","50,00%"
[download]Manutencao_Marketing_geral,App,2022-05-24,Patos,BRL,23,352,"6,53%","0,13","2,94","17,00","0,17","65,38%"
[download]Manutencao_Marketing_geral,App,2022-05-13,Garanhuns,BRL,4,193,"2,07%","0,15","0,59","3,00","0,20","75,00%"
[download]Manutencao_Marketing_geral,App,2022-05-24,Carpina,BRL,17,194,"8,76%","0,24","4,00","14,00","0,29","77,78%"
[download]Manutencao_Marketing_geral,App,2022-05-21,Salgueiro,BRL,14,285,"4,91%","0,27","3,84","13,00","0,30","14,61%"
[download]Manutencao_Marketing_geral,App,2022-05-22,Cajazeiras,BRL,18,226,"7,96%","0,18","3,23","16,00","0,20","27,12%"
[download]Manutencao_Marketing_geral,App,2022-05-17,Santa Inês,BRL,3,73,"4,11%","0,17","0,50","2,00","0,25","50,00%"
[download]Manutencao_Marketing_geral,App,2022-05-12,Irecê,BRL,9,68,"13,24%","0,28","2,52","8,00","0,32","88,89%"
[download]Manutencao_Marketing_geral,App,2022-05-25,Petrolina,BRL,10,397,"2,52%","0,20","2,01","4,00","0,50","36,36%"
[download]Manutencao_Marketing_geral,App,2022-05-27,Vinhedo,BRL,0,92,"0,00%", --,"0,01","0,00", --,"0,00%"
[download]Manutencao_Marketing_geral,App,2022-05-13,Toritama,BRL,0,8,"0,00%", --,"0,00","0,00", --,0
[download]Manutencao_Marketing_geral,App,2022-05-10,Simões Filho,BRL,3,130,"2,31%","0,17","0,50","1,00","0,50","33,33%"
[download]Manutencao_Marketing_geral,App,2022-05-29,Taquaritinga,BRL,2,107,"1,87%","0,20","0,40","1,00","0,40","33,33%"
[download]Manutencao_Marketing_geral,App,2022-05-09,Simões Filho,BRL,5,178,"2,81%","0,13","0,65","3,00","0,22","60,00%"
[download]Manutencao_Marketing_geral,App,2022-05-11,Penedo,BRL,3,78,"3,85%","0,11","0,32","0,00", --,"0,00%"
[download]Manutencao_Marketing_geral,App,2022-05-19,Lajedo,BRL,1,40,"2,50%","0,22","0,22","0,00", --,"0,00%"
[download]Manutencao_Marketing_geral,App,2022-05-24,São Miguel dos Campos,BRL,3,66,"4,55%","0,38","1,15","1,00","1,15","33,33%"
[download]Manutencao_Marketing_geral,App,2022-05-26,Salgueiro,BRL,8,150,"5,33%","0,22","1,78","6,00","0,30","18,18%"
[download]Manutencao_Marketing_geral,App,2022-05-23,Guarabira,BRL,9,127,"7,09%","0,15","1,38","2,00","0,69","22,22%"
[download]Manutencao_Marketing_geral,App,2022-05-03,Rolândia,BRL,0,47,"0,00%", --,"0,00","0,00", --,0
[download]Manutencao_Marketing_geral,App,2022-05-19,Jacobina,BRL,12,136,"8,82%","0,24","2,89","9,00","0,32","60,00%"
[download]Manutencao_Marketing_geral,App,2022-05-14,Estância,BRL,21,175,"12,00%","0,12","2,54","12,00","0,21","52,17%"
[download]Manutencao_Marketing_geral,App,2022-05-26,Recife,BRL,17,884,"1,92%","0,23","3,98","3,00","1,33","10,34%"
[download]Manutencao_Marketing_geral,App,2022-05-17,Eunápolis,BRL,14,142,"9,86%","0,11","1,54","6,00","0,26","42,86%"
[download]Manutencao_Marketing_geral,App,2022-05-26,Alagoinhas,BRL,20,241,"8,30%","0,20","3,98","17,00","0,23","40,48%"
[download]Manutencao_Marketing_geral,App,2022-05-19,Itapetinga,BRL,7,73,"9,59%","0,13","0,92","3,00","0,31","42,86%"
[download]Manutencao_Marketing_geral,App,2022-05-07,Moreno,BRL,0,28,"0,00%", --,"0,00","0,00", --,0
[download]Manutencao_Marketing_geral,App,2022-05-30,Jandira,BRL,10,247,"4,05%","0,13","1,31","2,00","0,65","20,00%"
[download]Manutencao_Marketing_geral,App,2022-05-03,Leme,BRL,0,69,"0,00%", --,"0,00","0,00", --,0
[download]Manutencao_Marketing_geral,App,2022-05-17,Surubim,BRL,1,49,"2,04%","0,36","0,36","0,00", --,"0,00%"
[download]Manutencao_Marketing_geral,App,2022-05-10,Mococa,BRL,3,31,"9,68%","0,14","0,43","3,00","0,14","100,00%"
[download]Manutencao_Marketing_geral,App,2022-05-07,Farroupilha,BRL,1,31,"3,23%","0,18","0,18","1,00","0,18","100,00%"
[download]Manutencao_Marketing_geral,App,2022-05-20,Senhor do Bonfim,BRL,2,75,"2,67%","0,33","0,66","1,00","0,66","20,00%"
[download]Manutencao_Marketing_geral,App,2022-05-09,Lorena,BRL,3,87,"3,45%","0,12","0,37","0,00", --,"0,00%"
[download]Manutencao_Marketing_geral,App,2022-05-11,Goiana,BRL,2,101,"1,98%","0,14","0,28","1,00","0,28","50,00%"
[download]Manutencao_Marketing_geral,App,2022-05-31,Garanhuns,BRL,4,209,"1,91%","0,14","0,55","2,00","0,28","50,00%"
[download]Manutencao_Marketing_geral,App,2022-05-16,Itabaiana,BRL,28,152,"18,42%","0,10","2,69","24,00","0,11","72,73%"
[download]Manutencao_Marketing_geral,App,2022-05-19,Simões Filho,BRL,3,255,"1,18%","0,16","0,48","0,00", --,"0,00%"
[download]Manutencao_Marketing_geral,App,2022-05-19,Picos,BRL,10,260,"3,85%","0,33","3,28","4,00","0,82","25,00%"
[download]Manutencao_Marketing_geral,App,2022-05-06,Simão Dias,BRL,11,75,"14,67%","0,18","1,94","7,00","0,28","63,64%"
[download]Manutencao_Marketing_geral,App,2022-05-23,Seabra,BRL,2,58,"3,45%","0,11","0,22","3,00","0,07","33,33%"
[download]Manutencao_Marketing_geral,App,2022-05-14,Senhor do Bonfim,BRL,4,72,"5,56%","0,13","0,51","0,00", --,"0,00%"
[download]Manutencao_Marketing_geral,App,2022-05-14,Pirassununga,BRL,0,69,"0,00%", --,"0,00","0,00", --,0
[download]Manutencao_Marketing_geral,App,2022-05-31,São Cristóvão,BRL,3,83,"3,61%","0,07","0,21","2,00","0,11","66,67%"
[download]Manutencao_Marketing_geral,App,2022-05-09,Propriá,BRL,0,9,"0,00%", --,"0,00","0,00", --,0
[download]Manutencao_Marketing_geral,App,2022-05-08,Tobias Barreto,BRL,31,157,"19,75%","0,21","6,66","23,00","0,29","74,19%"
[download]Manutencao_Marketing_geral,App,2022-05-23,Timbaúba,BRL,1,46,"2,17%","0,04","0,04","0,00", --,"0,00%"
[download]Manutencao_Marketing_geral,App,2022-05-10,Candeias,BRL,8,57,"14,04%","0,10","0,83","8,00","0,10","100,00%"
[download]Manutencao_Marketing_geral,App,2022-05-30,Pirassununga,BRL,1,75,"1,33%","0,13","0,13","1,00","0,13","100,00%"
[download]Manutencao_Marketing_geral,App,2022-05-03,Nossa Senhora do Socorro,BRL,2,113,"1,77%","0,03","0,07","0,00", --,"0,00%"
[download]Manutencao_Marketing_geral,App,2022-05-04,Nossa Senhora do Socorro,BRL,4,104,"3,85%","0,08","0,32","3,00","0,11","75,00%"
[download]Manutencao_Marketing_geral,App,2022-05-30,Itabaianinha,BRL,4,59,"6,78%","0,24","0,97","4,00","0,24","80,00%"
[download]Manutencao_Marketing_geral,App,2022-05-13,Taquaritinga,BRL,0,63,"0,00%", --,"0,00","0,00", --,0
[download]Manutencao_Marketing_geral,App,2022-05-23,Sousa,BRL,20,276,"7,25%","0,20","3,99","16,00","0,25","35,56%"
[download]Manutencao_Marketing_geral,App,2022-05-22,Pombal,BRL,6,139,"4,32%","0,35","2,10","6,00","0,35","23,08%"
[download]Manutencao_Marketing_geral,App,2022-05-19,Santo Antônio de Jesus,BRL,16,324,"4,94%","0,32","5,19","8,00","0,65","25,81%"
[download]Manutencao_Marketing_geral,App,2022-05-09,Guaratinguetá,BRL,1,154,"0,65%","0,26","0,26","0,00", --,"0,00%"
[download]Manutencao_Marketing_geral,App,2022-05-29,Tucuruí,BRL,0,123,"0,00%", --,"0,00","0,00", --,0
[download]Manutencao_Marketing_geral,App,2022-05-19,Belo Jardim,BRL,13,154,"8,44%","0,19","2,46","13,00","0,19","43,33%"
[download]Manutencao_Marketing_geral,App,2022-05-03,Belo Jardim,BRL,3,54,"5,56%","0,26","0,78","2,00","0,39","50,00%"
[download]Manutencao_Marketing_geral,App,2022-05-30,Taquaritinga,BRL,1,64,"1,56%","0,05","0,05","1,00","0,05","100,00%"
[download]Manutencao_Marketing_geral,App,2022-05-13,Embu das Artes,BRL,1,128,"0,78%","0,05","0,05","0,00", --,"0,00%"
[download]Manutencao_Marketing_geral,App,2022-05-14,Arcoverde,BRL,17,114,"14,91%","0,22","3,67","13,00","0,28","61,90%"
[download]Manutencao_Marketing_geral,App,2022-05-04,Vitória de Santo Antão,BRL,5,148,"3,38%","0,20","1,02","2,00","0,51","40,00%"
[download]Manutencao_Marketing_geral,App,2022-05-25,Cabedelo,BRL,2,62,"3,23%","0,02","0,03","1,00","0,03","50,00%"
[download]Manutencao_Marketing_geral,App,2022-05-14,Candeias,BRL,5,81,"6,17%","0,14","0,68","3,00","0,23","42,86%"
[download]Manutencao_Marketing_geral,App,2022-05-25,Recife,BRL,17,688,"2,47%","0,17","2,82","7,00","0,40","35,00%"
[download]Manutencao_Marketing_geral,App,2022-05-09,Arapiraca,BRL,18,461,"3,90%","0,14","2,59","9,00","0,29","50,00%"
[download]Manutencao_Marketing_geral,App,2022-05-26,Serra Talhada,BRL,42,380,"11,05%","0,15","6,19","33,00","0,19","30,56%"
[download]Manutencao_Marketing_geral,App,2022-05-30,Santa Cruz do Capibaribe,BRL,18,195,"9,23%","0,31","5,50","17,00","0,32","44,74%"
[download]Manutencao_Marketing_geral,App,2022-05-30,Paulo Afonso,BRL,25,254,"9,84%","0,20","4,93","17,00","0,29","47,22%"
[download]Manutencao_Marketing_geral,App,2022-05-11,Irecê,BRL,12,55,"21,82%","0,28","3,33","10,00","0,33","83,33%"
[download]Manutencao_Marketing_geral,App,2022-05-31,Lorena,BRL,5,123,"4,07%","0,23","1,15","2,00","0,58","40,00%"
[download]Manutencao_Marketing_geral,App,2022-05-20,Igarassu,BRL,2,110,"1,82%","0,13","0,25","0,00", --,"0,00%"
[download]Manutencao_Marketing_geral,App,2022-05-30,Patos,BRL,19,316,"6,01%","0,20","3,79","17,00","0,22","45,95%"
[download]Manutencao_Marketing_geral,App,2022-05-23,Catu,BRL,2,68,"2,94%","0,24","0,47","0,00", --,"0,00%"
[download]Manutencao_Marketing_geral,App,2022-05-31,Currais Novos,BRL,0,133,"0,00%", --,"0,00","0,00", --,0
[download]Manutencao_Marketing_geral,App,2022-05-16,Paulista,BRL,1,403,"0,25%","0,16","0,16","0,00", --,"0,00%"
[download]Manutencao_Marketing_geral,App,2022-05-28,Serra Talhada,BRL,58,498,"11,65%","0,15","8,45","49,00","0,17","30,63%"
[download]Manutencao_Marketing_geral,App,2022-05-22,Igarassu,BRL,9,168,"5,36%","0,30","2,67","4,00","0,67","26,67%"
[download]Manutencao_Marketing_geral,App,2022-05-23,Cabedelo,BRL,2,50,"4,00%","0,13","0,27","2,00","0,13","100,00%"
[download]Manutencao_Marketing_geral,App,2022-05-24,Brumado,BRL,8,95,"8,42%","0,15","1,22","5,00","0,24","62,50%"
[download]Manutencao_Marketing_geral,App,2022-05-20,Tobias Barreto,BRL,28,266,"10,53%","0,18","4,98","26,00","0,19","44,83%"
[download]Manutencao_Marketing_geral,App,2022-05-20,Icó,BRL,4,110,"3,64%","0,26","1,04","0,00", --,"0,00%"
[download]Manutencao_Marketing_geral,App,2022-05-06,Itabaiana,BRL,21,107,"19,63%","0,31","6,46","17,00","0,38","80,95%"
[download]Manutencao_Marketing_geral,App,2022-05-23,Itabaianinha,BRL,6,85,"7,06%","0,17","1,02","5,00","0,20","50,00%"
[download]Manutencao_Marketing_geral,App,2022-05-06,Cambé,BRL,0,116,"0,00%", --,"0,00","0,00", --,0
[download]Manutencao_Marketing_geral,App,2022-05-10,Cajazeiras,BRL,9,100,"9,00%","0,23","2,04","8,00","0,25","88,89%"
[download]Manutencao_Marketing_geral,App,2022-05-21,Abreu e Lima,BRL,3,152,"1,97%","0,45","1,34","3,00","0,45","7,69%"
[download]Manutencao_Marketing_geral,App,2022-05-25,Santo Antônio de Jesus,BRL,12,256,"4,69%","0,15","1,82","5,00","0,36","35,71%"
[download]Manutencao_Marketing_geral,App,2022-05-18,Seabra,BRL,7,45,"15,56%","0,06","0,44","6,00","0,07","75,00%"
[download]Manutencao_Marketing_geral,App,2022-05-05,Itabaiana,BRL,25,134,"18,66%","0,25","6,28","22,00","0,29","84,62%"
[download]Manutencao_Marketing_geral,App,2022-05-30,Cajazeiras,BRL,15,167,"8,98%","0,09","1,30","11,00","0,12","47,83%"
[download]Manutencao_Marketing_geral,App,2022-05-26,Santana do Ipanema,BRL,6,123,"4,88%","0,20","1,23","4,00","0,31","20,00%"
[download]Manutencao_Marketing_geral,App,2022-05-06,Atalaia,BRL,0,2,"0,00%", --,"0,00","0,00", --,0
[download]Manutencao_Marketing_geral,App,2022-05-14,Araras,BRL,1,114,"0,88%","0,08","0,08","0,00", --,"0,00%"
[download]Manutencao_Marketing_geral,App,2022-05-18,Garanhuns,BRL,7,200,"3,50%","0,12","0,87","1,00","0,87","14,29%"
[download]Manutencao_Marketing_geral,App,2022-05-09,Vinhedo,BRL,0,17,"0,00%", --,"0,00","0,00", --,0
[download]Manutencao_Marketing_geral,App,2022-05-09,Juazeiro,BRL,0,114,"0,00%", --,"0,00","0,00", --,0
[download]Manutencao_Marketing_geral,App,2022-05-26,Juazeiro,BRL,5,130,"3,85%","0,23","1,14","1,00","1,14","20,00%"
[download]Manutencao_Marketing_geral,App,2022-05-22,Serrinha,BRL,29,326,"8,90%","0,15","4,31","25,00","0,17","26,60%"
[download]Manutencao_Marketing_geral,App,2022-05-03,Santa Inês,BRL,3,90,"3,33%","0,14","0,42","1,00","0,42","33,33%"
[download]Manutencao_Marketing_geral,App,2022-05-27,Catolé do Rocha,BRL,1,51,"1,96%","0,08","0,08","0,00", --,"0,00%"
[download]Manutencao_Marketing_geral,App,2022-05-19,Tianguá,BRL,0,2,"0,00%", --,"0,00","0,00", --,0
[download]Manutencao_Marketing_geral,App,2022-05-30,Madre de Deus,BRL,0,14,"0,00%", --,"0,00","0,00", --,"0,00%"
[download]Manutencao_Marketing_geral,App,2022-05-16,Serra Talhada,BRL,26,198,"13,13%","0,17","4,37","21,00","0,21","65,63%"
[download]Manutencao_Marketing_geral,App,2022-05-09,Picos,BRL,4,168,"2,38%","0,12","0,49","0,00", --,"0,00%"
[download]Manutencao_Marketing_geral,App,2022-05-21,Penedo,BRL,1,131,"0,76%","0,51","0,51","0,00", --,"0,00%"
[download]Manutencao_Marketing_geral,App,2022-05-12,Catolé do Rocha,BRL,0,15,"0,00%", --,"0,00","0,00", --,0
[download]Manutencao_Marketing_geral,App,2022-05-16,São Miguel dos Campos,BRL,3,109,"2,75%","0,18","0,55","1,00","0,55","33,33%"
[download]Manutencao_Marketing_geral,App,2022-05-06,Teixeira de Freitas,BRL,7,203,"3,45%","0,08","0,54","4,00","0,14","57,14%"
[download]Manutencao_Marketing_geral,App,2022-05-03,Aparecida,BRL,1,35,"2,86%","0,03","0,03","0,00", --,"0,00%"
[download]Manutencao_Marketing_geral,App,2022-05-04,Arapiraca,BRL,14,338,"4,14%","0,17","2,36","5,00","0,47","35,71%"
[download]Manutencao_Marketing_geral,App,2022-05-04,Gravatá,BRL,3,89,"3,37%","0,13","0,38","2,00","0,19","50,00%"
[download]Manutencao_Marketing_geral,App,2022-05-04,Serra Talhada,BRL,35,196,"17,86%","0,23","7,96","25,00","0,32","71,43%"
[download]Manutencao_Marketing_geral,App,2022-05-12,Simões Filho,BRL,2,107,"1,87%","0,21","0,42","2,00","0,21","100,00%"
[download]Manutencao_Marketing_geral,App,2022-05-26,Lagarto,BRL,33,373,"8,85%","0,19","6,15","27,00","0,23","45,00%"
[download]Manutencao_Marketing_geral,App,2022-05-15,Salgueiro,BRL,13,85,"15,29%","0,24","3,17","9,00","0,35","60,00%"
[download]Manutencao_Marketing_geral,App,2022-05-20,Rolândia,BRL,1,67,"1,49%","0,04","0,04","0,00", --,"0,00%"
[download]Manutencao_Marketing_geral,App,2022-05-11,São Miguel dos Campos,BRL,1,73,"1,37%","0,21","0,21","0,00", --,"0,00%"
[download]Manutencao_Marketing_geral,App,2022-05-15,Vinhedo,BRL,1,26,"3,85%","0,19","0,19","0,00", --,"0,00%"
[download]Manutencao_Marketing_geral,App,2022-05-09,Pombal,BRL,3,56,"5,36%","0,18","0,53","3,00","0,18","100,00%"
[download]Manutencao_Marketing_geral,App,2022-05-24,Paulista,BRL,4,450,"0,89%","0,38","1,54","2,00","0,77","50,00%"
[download]Manutencao_Marketing_geral,App,2022-05-08,Paulo Afonso,BRL,19,193,"9,84%","0,15","2,86","18,00","0,16","94,74%"
[download]Manutencao_Marketing_geral,App,2022-05-18,Embu das Artes,BRL,1,265,"0,38%","0,09","0,09","0,00", --,"0,00%"
[download]Manutencao_Marketing_geral,App,2022-05-03,Abreu e Lima,BRL,4,47,"8,51%","0,13","0,52","3,00","0,17","60,00%"
[download]Manutencao_Marketing_geral,App,2022-05-08,Catu,BRL,3,82,"3,66%","0,22","0,65","2,00","0,33","66,67%"
[download]Manutencao_Marketing_geral,App,2022-05-13,São Miguel dos Campos,BRL,2,142,"1,41%","0,07","0,15","1,00","0,15","50,00%"
[download]Manutencao_Marketing_geral,App,2022-05-06,Moreno,BRL,0,36,"0,00%", --,"0,00","0,00", --,0
[download]Manutencao_Marketing_geral,App,2022-05-03,Paudalho,BRL,0,19,"0,00%", --,"0,00","0,00", --,0
[download]Manutencao_Marketing_geral,App,2022-05-24,Escada,BRL,4,60,"6,67%","0,18","0,72","2,00","0,36","50,00%"
[download]Manutencao_Marketing_geral,App,2022-05-27,Seabra,BRL,8,96,"8,33%","0,18","1,46","7,00","0,21","41,18%"
[download]Manutencao_Marketing_geral,App,2022-05-07,Arapiraca,BRL,19,581,"3,27%","0,11","2,16","10,00","0,22","52,63%"
[download]Manutencao_Marketing_geral,App,2022-05-03,Gravatá,BRL,6,63,"9,52%","0,09","0,57","5,00","0,11","83,33%"
[download]Manutencao_Marketing_geral,App,2022-05-12,Serra Talhada,BRL,23,179,"12,85%","0,18","4,04","15,00","0,27","65,22%"
[download]Manutencao_Marketing_geral,App,2022-05-09,Itapevi,BRL,1,59,"1,69%","0,20","0,20","1,00","0,20","100,00%"
[download]Manutencao_Marketing_geral,App,2022-05-05,Caruaru,BRL,4,288,"1,39%","0,21","0,84","2,00","0,42","50,00%"
[download]Manutencao_Marketing_geral,App,2022-05-06,Dias d'Ávila,BRL,1,61,"1,64%","0,06","0,06","0,00", --,"0,00%"
[download]Manutencao_Marketing_geral,App,2022-05-07,Pirassununga,BRL,0,79,"0,00%", --,"0,00","0,00", --,0
[download]Manutencao_Marketing_geral,App,2022-05-26,Jequié,BRL,2,283,"0,71%","0,06","0,13","2,00","0,06","100,00%"
[download]Manutencao_Marketing_geral,App,2022-05-07,Santo Antônio de Jesus,BRL,20,253,"7,91%","0,16","3,29","14,00","0,23","70,00%"
[download]Manutencao_Marketing_geral,App,2022-05-08,Itabaiana,BRL,54,166,"32,53%","0,23","12,26","40,00","0,31","74,07%"
[download]Manutencao_Marketing_geral,App,2022-05-18,Eunápolis,BRL,6,149,"4,03%","0,12","0,72","2,00","0,36","33,33%"
[download]Manutencao_Marketing_geral,App,2022-05-07,Abreu e Lima,BRL,4,83,"4,82%","0,07","0,30","2,00","0,15","50,00%"
[download]Manutencao_Marketing_geral,App,2022-05-12,Carpina,BRL,7,138,"5,07%","0,12","0,87","8,00","0,11","114,29%"
[download]Manutencao_Marketing_geral,App,2022-05-08,Pojuca,BRL,22,60,"36,67%","0,23","5,14","19,00","0,27","86,36%"
[download]Manutencao_Marketing_geral,App,2022-05-30,Sousa,BRL,13,181,"7,18%","0,25","3,26","13,00","0,25","59,09%"
[download]Manutencao_Marketing_geral,App,2022-05-29,Cabo de Santo Agostinho,BRL,0,297,"0,00%", --,"0,03","0,00", --,"0,00%"
[download]Manutencao_Marketing_geral,App,2022-05-21,Simões Filho,BRL,7,294,"2,38%","0,36","2,50","1,00","2,50","5,88%"
[download]Manutencao_Marketing_geral,App,2022-05-13,Estância,BRL,15,130,"11,54%","0,26","3,85","14,00","0,27","93,33%"
[download]Manutencao_Marketing_geral,App,2022-05-08,Leme,BRL,1,112,"0,89%","0,17","0,17","0,00", --,"0,00%"
[download]Manutencao_Marketing_geral,App,2022-05-27,Guaratinguetá,BRL,7,249,"2,81%","0,17","1,17","3,00","0,39","37,50%"
[download]Manutencao_Marketing_geral,App,2022-05-14,Penedo,BRL,1,122,"0,82%","0,10","0,10","0,00", --,"0,00%"
[download]Manutencao_Marketing_geral,App,2022-05-07,Guarabira,BRL,3,117,"2,56%","0,05","0,16","1,00","0,16","33,33%"
[download]Manutencao_Marketing_geral,App,2022-05-16,Sousa,BRL,10,145,"6,90%","0,12","1,17","9,00","0,13","64,29%"
[download]Manutencao_Marketing_geral,App,2022-05-20,Pombal,BRL,11,93,"11,83%","0,11","1,24","9,00","0,14","47,37%"
[download]Manutencao_Marketing_geral,App,2022-05-21,Santa Inês,BRL,10,129,"7,75%","0,18","1,80","7,00","0,26","25,00%"
[download]Manutencao_Marketing_geral,App,2022-05-09,Estância,BRL,8,116,"6,90%","0,15","1,20","8,00","0,15","100,00%"
[download]Manutencao_Marketing_geral,App,2022-05-17,Cascavel,BRL,0,42,"0,00%", --,"0,00","0,00", --,0
[download]Manutencao_Marketing_geral,App,2022-05-04,Mococa,BRL,0,44,"0,00%", --,"0,00","0,00", --,0
[download]Manutencao_Marketing_geral,App,2022-05-19,Pilar,BRL,4,58,"6,90%","0,20","0,81","4,00","0,20","66,67%"
[download]Manutencao_Marketing_geral,App,2022-05-23,Itanhaém,BRL,0,124,"0,00%", --,"0,03","0,00", --,"0,00%"
[download]Manutencao_Marketing_geral,App,2022-05-11,Patos,BRL,12,173,"6,94%","0,14","1,72","11,00","0,16","91,67%"
[download]Manutencao_Marketing_geral,App,2022-05-05,São Cristóvão,BRL,1,35,"2,86%","0,02","0,02","1,00","0,02","100,00%"
[download]Manutencao_Marketing_geral,App,2022-05-30,Candeias,BRL,11,94,"11,70%","0,24","2,66","5,00","0,53","38,46%"
[download]Manutencao_Marketing_geral,App,2022-05-24,Tobias Barreto,BRL,20,253,"7,91%","0,09","1,84","16,00","0,12","72,73%"
[download]Manutencao_Marketing_geral,App,2022-05-10,Paudalho,BRL,0,29,"0,00%", --,"0,00","0,00", --,0
[download]Manutencao_Marketing_geral,App,2022-05-31,Espírito Santo do Pinhal,BRL,0,32,"0,00%", --,"0,01","0,00", --,"0,00%"
[download]Manutencao_Marketing_geral,App,2022-05-18,Cabedelo,BRL,0,43,"0,00%", --,"0,00","0,00", --,0
[download]Manutencao_Marketing_geral,App,2022-05-22,Cabedelo,BRL,3,91,"3,30%","0,21","0,64","2,00","0,32","50,00%"
[download]Manutencao_Marketing_geral,App,2022-05-13,Goiana,BRL,5,132,"3,79%","0,13","0,66","0,00", --,"0,00%"
[download]Manutencao_Marketing_geral,App,2022-05-08,Goiana,BRL,5,120,"4,17%","0,12","0,62","0,00", --,"0,00%"
[download]Manutencao_Marketing_geral,App,2022-05-14,Rio Largo,BRL,5,265,"1,89%","0,10","0,48","1,00","0,48","20,00%"
[download]Manutencao_Marketing_geral,App,2022-05-05,Rio Largo,BRL,1,196,"0,51%","0,02","0,02","0,00", --,"0,00%"
[download]Manutencao_Marketing_geral,App,2022-05-10,Arcoverde,BRL,8,78,"10,26%","0,07","0,56","7,00","0,08","87,50%"
[download]Manutencao_Marketing_geral,App,2022-05-30,Catu,BRL,6,66,"9,09%","0,12","0,74","4,00","0,19","66,67%"
