Início dos relatórios;Término dos relatórios;Nome da campanha;Veiculação da campanha;Orçamento do conjunto de anúncios;Tipo de orçamento do conjunto de anúncios;Configuração de atribuição;Resultados;Indicador de resultados;Alcance;Impressões;Custo por resultados;Valor gasto (BRL);Término;Frequência;Cliques no link únicos;CTR (todos);Ativações de apps;Custo por ativação de app (BRL);Ativações do app únicas;Custo por ativação do app única (BRL);Eventos personalizados;Sales Event(Only);ARR;ARR(One-time actv);Activation Sales;One-time Activation Sales;ROAS Transacional;IQ Transacional;ROAS Faturamento;IQ Faturamento
2022-05-08;2022-05-08;Traffic||Branding geral||Maio(Dinamic_test);completed;2000;Vitalício;Clique de 7 dias ou visualização de 1 dia;69;actions:link_click;13672;22488;1,00087;69,06;2022-06-05;1,644822;68;0,395767;5203;0,013273;1888;0,036578;654;581,4714;0,380559;0,138092;0,111757;0,307983;20351,499;294,693006;1017,57495;14,73465
2022-05-08;2022-05-08;Traffic||Prospection ||Limoeiro;completed;Usando orçamento do conjunto de anúncios;0;Clique de 7 dias ou visualização de 1 dia;18;actions:link_click;2350;5347;1,725556;31,06;2022-05-09;2,275319;17;0,430148;;;;;;;;;;;;;;
2022-05-08;2022-05-08;Retention || Camp_apoio || Teste;completed;500;Vitalício;Clique de 7 dias ou visualização de 1 dia;;;0;0;;0;2022-05-07;0;;0;244;0;99;0;19;16,8929;;;0,069233;0,170635;591,2515;;29,562575;
2022-05-08;2022-05-08;Traffic||Branding geral||Abril;completed;1500;Vitalício;Clique de 7 dias ou visualização de 1 dia;;;0;0;;0;2022-05-02;0;;0;67;0;20;0;4;3,5564;;;0,053081;0,17782;124,474;;6,2237;
2022-05-08;2022-05-08;Traffic||Branding geral||Março;not_delivering;2000;Vitalício;Clique de 7 dias ou visualização de 1 dia;;;0;0;;0;2022-04-01;0;;0;;;;;;;;;;;;;;
2022-05-08;2022-05-08;App installs||Marketing_geral||Fevereiro;completed;Usando orçamento do conjunto de anúncios;0;Clique de 1 dia ou visualização de 1 dia;;;0;0;;0;2022-02-19;0;;0;;;;;;;;;;;;;;
2022-05-08;2022-05-08;Traffic||Branding geral||Fevereiro;completed;Usando orçamento do conjunto de anúncios;0;Clique de 7 dias ou visualização de 1 dia;;;0;0;;0;2022-03-04;0;;0;;;;;;;;;;;;;;
2022-05-08;2022-05-08;Traffic||Branding geral||Janeiro;not_delivering;Usando orçamento do conjunto de anúncios;0;Clique de 7 dias ou visualização de 1 dia;;;0;0;;0;2022-01-31;0;;0;;;;;;;;;;;;;;
2022-05-08;2022-05-08;Traffic||Branding geral||Dezembro;completed;Usando orçamento do conjunto de anúncios;0;Clique de 7 dias ou visualização de 1 dia;;;0;0;;0;2021-12-31;0;;0;;;;;;;;;;;;;;
2022-05-08;2022-05-08;Traffic||Branding geral||Dezembro;archived;Usando orçamento do conjunto de anúncios;0;Clique de 7 dias ou visualização de 1 dia;;;0;0;;0;2021-12-09;0;;0;;;;;;;;;;;;;;
2022-05-07;2022-05-07;Traffic||Branding geral||Dinamic_full_time;active;130;Diário;Clique de 7 dias ou visualização de 1 dia;;;0;0;;0;Contínuo;0;;0;;;;;;;;;;;;;;
2022-05-07;2022-05-07;Traffic||Branding geral||Maio(Dinamic_test);completed;2000;Vitalício;Clique de 7 dias ou visualização de 1 dia;54;actions:link_click;11804;19084;1,208333;65,25;2022-06-05;1,61674;54;0,419199;3865;0,016882;1546;0,042206;522;464,1102;0,327431;0,130973;0,12008;0,300201;16243,857;248,948;812,19285;12,4474
2022-05-07;2022-05-07;Traffic||Prospection ||Limoeiro;completed;Usando orçamento do conjunto de anúncios;0;Clique de 7 dias ou visualização de 1 dia;18;actions:link_click;2189;4785;1,702778;30,65;2022-05-09;2,18593;17;0,543365;;;;;;;;;;;;;;
2022-05-07;2022-05-07;Retention || Camp_apoio || Teste;completed;500;Vitalício;Clique de 7 dias ou visualização de 1 dia;11;actions:link_click;2185;4347;2,352727;25,88;2022-05-07;1,989474;11;0,322061;563;0,045968;224;0,115536;62;55,1242;0,257666;0,102517;0,097912;0,24609;1929,347;74,54973;96,46735;3,727486
2022-05-07;2022-05-07;Traffic||Branding geral||Abril;completed;1500;Vitalício;Clique de 7 dias ou visualização de 1 dia;;;0;0;;0;2022-05-02;0;;0;65;0;25;0;9;8,0019;;;0,123106;0,320076;280,0665;;14,003325;
2022-05-07;2022-05-07;Traffic||Branding geral||Março;not_delivering;2000;Vitalício;Clique de 7 dias ou visualização de 1 dia;;;0;0;;0;2022-04-01;0;;0;;;;;;;;;;;;;;
2022-05-07;2022-05-07;App installs||Marketing_geral||Fevereiro;completed;Usando orçamento do conjunto de anúncios;0;Clique de 1 dia ou visualização de 1 dia;;;0;0;;0;2022-02-19;0;;0;;;;;;;;;;;;;;
2022-05-07;2022-05-07;Traffic||Branding geral||Fevereiro;completed;Usando orçamento do conjunto de anúncios;0;Clique de 7 dias ou visualização de 1 dia;;;0;0;;0;2022-03-04;0;;0;;;;;;;;;;;;;;
2022-05-07;2022-05-07;Traffic||Branding geral||Janeiro;not_delivering;Usando orçamento do conjunto de anúncios;0;Clique de 7 dias ou visualização de 1 dia;;;0;0;;0;2022-01-31;0;;0;;;;;;;;;;;;;;
2022-05-07;2022-05-07;Traffic||Branding geral||Dezembro;completed;Usando orçamento do conjunto de anúncios;0;Clique de 7 dias ou visualização de 1 dia;;;0;0;;0;2021-12-31;0;;0;;;;;;;;;;;;;;
2022-05-07;2022-05-07;Traffic||Branding geral||Dezembro;archived;Usando orçamento do conjunto de anúncios;0;Clique de 7 dias ou visualização de 1 dia;;;0;0;;0;2021-12-09;0;;0;;;;;;;;;;;;;;
2022-05-06;2022-05-06;Traffic||Branding geral||Dinamic_full_time;active;130;Diário;Clique de 7 dias ou visualização de 1 dia;;;0;0;;0;Contínuo;0;;0;;;;;;;;;;;;;;
2022-05-06;2022-05-06;Traffic||Branding geral||Maio(Dinamic_test);completed;2000;Vitalício;Clique de 7 dias ou visualização de 1 dia;67;actions:link_click;11608;18940;0,993582;66,57;2022-06-05;1,631633;64;0,448786;2680;0,02484;1226;0,054299;348;309,4068;0,230875;0,105617;0,11545;0,252371;10829,238;162,674448;541,4619;8,133722
2022-05-06;2022-05-06;Traffic||Prospection ||Limoeiro;completed;Usando orçamento do conjunto de anúncios;0;Clique de 7 dias ou visualização de 1 dia;13;actions:link_click;2205;4796;2,353846;30,6;2022-05-09;2,175057;11;0,396163;;;;;;;;;;;;;;
2022-05-06;2022-05-06;Retention || Camp_apoio || Teste;completed;500;Vitalício;Clique de 7 dias ou visualização de 1 dia;12;actions:link_click;2537;5054;2,385;28,62;2022-05-07;1,992117;11;0,316581;460;0,062217;220;0,130091;51;45,3441;0,181317;0,086717;0,098574;0,20611;1587,0435;55,452254;79,352175;2,772613
2022-05-06;2022-05-06;Traffic||Branding geral||Abril;completed;1500;Vitalício;Clique de 7 dias ou visualização de 1 dia;;;0;0;;0;2022-05-02;0;;0;109;0;30;0;13;11,5583;;;0,106039;0,385277;404,5405;;20,227025;
2022-05-06;2022-05-06;Traffic||Branding geral||Março;not_delivering;2000;Vitalício;Clique de 7 dias ou visualização de 1 dia;;;0;0;;0;2022-04-01;0;;0;;;;;;;;;;;;;;
2022-05-06;2022-05-06;App installs||Marketing_geral||Fevereiro;completed;Usando orçamento do conjunto de anúncios;0;Clique de 1 dia ou visualização de 1 dia;;;0;0;;0;2022-02-19;0;;0;;;;;;;;;;;;;;
2022-05-06;2022-05-06;Traffic||Branding geral||Fevereiro;completed;Usando orçamento do conjunto de anúncios;0;Clique de 7 dias ou visualização de 1 dia;;;0;0;;0;2022-03-04;0;;0;;;;;;;;;;;;;;
2022-05-06;2022-05-06;Traffic||Branding geral||Janeiro;not_delivering;Usando orçamento do conjunto de anúncios;0;Clique de 7 dias ou visualização de 1 dia;;;0;0;;0;2022-01-31;0;;0;;;;;;;;;;;;;;
2022-05-06;2022-05-06;Traffic||Branding geral||Dezembro;completed;Usando orçamento do conjunto de anúncios;0;Clique de 7 dias ou visualização de 1 dia;;;0;0;;0;2021-12-31;0;;0;;;;;;;;;;;;;;
2022-05-06;2022-05-06;Traffic||Branding geral||Dezembro;archived;Usando orçamento do conjunto de anúncios;0;Clique de 7 dias ou visualização de 1 dia;;;0;0;;0;2021-12-09;0;;0;;;;;;;;;;;;;;
2022-05-05;2022-05-05;Traffic||Branding geral||Dinamic_full_time;active;130;Diário;Clique de 7 dias ou visualização de 1 dia;;;0;0;;0;Contínuo;0;;0;;;;;;;;;;;;;;
2022-05-05;2022-05-05;Traffic||Branding geral||Maio(Dinamic_test);completed;2000;Vitalício;Clique de 7 dias ou visualização de 1 dia;65;actions:link_click;15464;21998;0,922;59,93;2022-06-05;1,42253;62;0,381853;2793;0,021457;1221;0,049083;371;329,8561;0,180613;0,078958;0,118101;0,270152;11544,9635;192,640806;577,248175;9,63204
2022-05-05;2022-05-05;Traffic||Prospection ||Limoeiro;completed;Usando orçamento do conjunto de anúncios;0;Clique de 7 dias ou visualização de 1 dia;10;actions:link_click;2040;4534;2,818;28,18;2022-05-09;2,222549;10;0,330834;;;;;;;;;;;;;;
2022-05-05;2022-05-05;Retention || Camp_apoio || Teste;completed;500;Vitalício;Clique de 7 dias ou visualização de 1 dia;22;actions:link_click;4992;7645;1,562727;34,38;2022-05-07;1,53145;21;0,379333;791;0,043464;390;0,088154;107;95,1337;0,158454;0,078125;0,12027;0,243933;3329,6795;96,849316;166,483975;4,842466
2022-05-05;2022-05-05;Traffic||Branding geral||Abril;completed;1500;Vitalício;Clique de 7 dias ou visualização de 1 dia;;;0;0;;0;2022-05-02;0;;0;78;0;19;0;5;4,4455;;;0,056994;0,233974;155,5925;;7,779625;
2022-05-05;2022-05-05;Traffic||Branding geral||Março;not_delivering;2000;Vitalício;Clique de 7 dias ou visualização de 1 dia;;;0;0;;0;2022-04-01;0;;0;;;;;;;;;;;;;;
2022-05-05;2022-05-05;App installs||Marketing_geral||Fevereiro;completed;Usando orçamento do conjunto de anúncios;0;Clique de 1 dia ou visualização de 1 dia;;;0;0;;0;2022-02-19;0;;0;;;;;;;;;;;;;;
2022-05-05;2022-05-05;Traffic||Branding geral||Fevereiro;completed;Usando orçamento do conjunto de anúncios;0;Clique de 7 dias ou visualização de 1 dia;;;0;0;;0;2022-03-04;0;;0;;;;;;;;;;;;;;
2022-05-05;2022-05-05;Traffic||Branding geral||Janeiro;not_delivering;Usando orçamento do conjunto de anúncios;0;Clique de 7 dias ou visualização de 1 dia;;;0;0;;0;2022-01-31;0;;0;;;;;;;;;;;;;;
2022-05-05;2022-05-05;Traffic||Branding geral||Dezembro;completed;Usando orçamento do conjunto de anúncios;0;Clique de 7 dias ou visualização de 1 dia;;;0;0;;0;2021-12-31;0;;0;;;;;;;;;;;;;;
2022-05-05;2022-05-05;Traffic||Branding geral||Dezembro;archived;Usando orçamento do conjunto de anúncios;0;Clique de 7 dias ou visualização de 1 dia;;;0;0;;0;2021-12-09;0;;0;;;;;;;;;;;;;;
2022-05-04;2022-05-04;Traffic||Branding geral||Dinamic_full_time;active;130;Diário;Clique de 7 dias ou visualização de 1 dia;;;0;0;;0;Contínuo;0;;0;;;;;;;;;;;;;;
2022-05-04;2022-05-04;Traffic||Branding geral||Maio(Dinamic_test);completed;2000;Vitalício;Clique de 7 dias ou visualização de 1 dia;59;actions:link_click;14244;21727;1,03322;60,96;2022-06-05;1,525344;57;0,414231;4206;0,014494;1787;0,034113;493;438,3263;0,295282;0,125456;0,104215;0,245286;15341,4205;251,663722;767,071025;12,583186
2022-05-04;2022-05-04;Traffic||Prospection ||Limoeiro;completed;Usando orçamento do conjunto de anúncios;0;Clique de 7 dias ou visualização de 1 dia;11;actions:link_click;2183;4911;2,687273;29,56;2022-05-09;2,249656;11;0,488699;;;;;;;;;;;;;;
2022-05-04;2022-05-04;Retention || Camp_apoio || Teste;completed;500;Vitalício;Clique de 7 dias ou visualização de 1 dia;26;actions:link_click;4743;9880;1,641154;42,67;2022-05-07;2,08307;25;0,425101;1129;0,037795;476;0,089643;122;108,4702;0,238035;0,100358;0,096076;0,227879;3796,457;88,97251;189,82285;4,448626
2022-05-04;2022-05-04;Traffic||Branding geral||Abril;completed;1500;Vitalício;Clique de 7 dias ou visualização de 1 dia;;;0;0;;0;2022-05-02;0;;0;145;0;44;0;18;16,0038;;;0,110371;0,363723;560,133;;28,00665;
2022-05-04;2022-05-04;Traffic||Branding geral||Março;not_delivering;2000;Vitalício;Clique de 7 dias ou visualização de 1 dia;;;0;0;;0;2022-04-01;0;;0;;;;;;;;;;;;;;
2022-05-04;2022-05-04;App installs||Marketing_geral||Fevereiro;completed;Usando orçamento do conjunto de anúncios;0;Clique de 1 dia ou visualização de 1 dia;;;0;0;;0;2022-02-19;0;;0;;;;;;;;;;;;;;
2022-05-04;2022-05-04;Traffic||Branding geral||Fevereiro;completed;Usando orçamento do conjunto de anúncios;0;Clique de 7 dias ou visualização de 1 dia;;;0;0;;0;2022-03-04;0;;0;;;;;;;;;;;;;;
2022-05-04;2022-05-04;Traffic||Branding geral||Janeiro;not_delivering;Usando orçamento do conjunto de anúncios;0;Clique de 7 dias ou visualização de 1 dia;;;0;0;;0;2022-01-31;0;;0;;;;;;;;;;;;;;
2022-05-04;2022-05-04;Traffic||Branding geral||Dezembro;completed;Usando orçamento do conjunto de anúncios;0;Clique de 7 dias ou visualização de 1 dia;;;0;0;;0;2021-12-31;0;;0;;;;;;;;;;;;;;
2022-05-04;2022-05-04;Traffic||Branding geral||Dezembro;archived;Usando orçamento do conjunto de anúncios;0;Clique de 7 dias ou visualização de 1 dia;;;0;0;;0;2021-12-09;0;;0;;;;;;;;;;;;;;
2022-05-03;2022-05-03;Traffic||Branding geral||Dinamic_full_time;active;130;Diário;Clique de 7 dias ou visualização de 1 dia;;;0;0;;0;Contínuo;0;;0;;;;;;;;;;;;;;
2022-05-03;2022-05-03;Traffic||Branding geral||Maio(Dinamic_test);completed;2000;Vitalício;Clique de 7 dias ou visualização de 1 dia;40;actions:link_click;12496;16715;1,15325;46,13;2022-06-05;1,337628;40;0,335028;1690;0,027296;791;0,058319;220;195,602;0,135243;0,0633;0,115741;0,247284;6846,07;148,408194;342,3035;7,42041
2022-05-03;2022-05-03;Traffic||Prospection ||Limoeiro;completed;Usando orçamento do conjunto de anúncios;0;Clique de 7 dias ou visualização de 1 dia;16;actions:link_click;2054;4389;1,566875;25,07;2022-05-09;2,136806;15;0,546822;;;;;;;;;;;;;;
2022-05-03;2022-05-03;Retention || Camp_apoio || Teste;completed;500;Vitalício;Clique de 7 dias ou visualização de 1 dia;28;actions:link_click;5010;10482;1,473929;41,27;2022-05-07;2,092216;28;0,352986;1161;0,035547;485;0,085093;105;93,3555;0,231737;0,096806;0,08041;0,192486;3267,4425;79,172341;163,372125;3,958617
2022-05-03;2022-05-03;Traffic||Branding geral||Abril;completed;1500;Vitalício;Clique de 7 dias ou visualização de 1 dia;;;0;0;;0;2022-05-02;0;;0;1175;0;528;0;116;103,1356;;;0,087775;0,195333;3609,746;;180,4873;
2022-05-03;2022-05-03;Traffic||Branding geral||Março;not_delivering;2000;Vitalício;Clique de 7 dias ou visualização de 1 dia;;;0;0;;0;2022-04-01;0;;0;;;;;;;;;;;;;;
2022-05-03;2022-05-03;App installs||Marketing_geral||Fevereiro;completed;Usando orçamento do conjunto de anúncios;0;Clique de 1 dia ou visualização de 1 dia;;;0;0;;0;2022-02-19;0;;0;;;;;;;;;;;;;;
2022-05-03;2022-05-03;Traffic||Branding geral||Fevereiro;completed;Usando orçamento do conjunto de anúncios;0;Clique de 7 dias ou visualização de 1 dia;;;0;0;;0;2022-03-04;0;;0;;;;;;;;;;;;;;
2022-05-03;2022-05-03;Traffic||Branding geral||Janeiro;not_delivering;Usando orçamento do conjunto de anúncios;0;Clique de 7 dias ou visualização de 1 dia;;;0;0;;0;2022-01-31;0;;0;;;;;;;;;;;;;;
2022-05-03;2022-05-03;Traffic||Branding geral||Dezembro;completed;Usando orçamento do conjunto de anúncios;0;Clique de 7 dias ou visualização de 1 dia;;;0;0;;0;2021-12-31;0;;0;;;;;;;;;;;;;;
2022-05-03;2022-05-03;Traffic||Branding geral||Dezembro;archived;Usando orçamento do conjunto de anúncios;0;Clique de 7 dias ou visualização de 1 dia;;;0;0;;0;2021-12-09;0;;0;;;;;;;;;;;;;;
2022-05-02;2022-05-02;Traffic||Branding geral||Dinamic_full_time;active;130;Diário;Clique de 7 dias ou visualização de 1 dia;;;0;0;;0;Contínuo;0;;0;;;;;;;;;;;;;;
2022-05-02;2022-05-02;Traffic||Branding geral||Maio(Dinamic_test);completed;2000;Vitalício;Clique de 7 dias ou visualização de 1 dia;;;0;0;;0;2022-06-05;0;;0;;;;;;;;;;;;;;
2022-05-02;2022-05-02;Traffic||Prospection ||Limoeiro;completed;Usando orçamento do conjunto de anúncios;0;Clique de 7 dias ou visualização de 1 dia;5;actions:link_click;694;1125;1,306;6,53;2022-05-09;1,621037;4;0,8;;;;;;;;;;;;;;
2022-05-02;2022-05-02;Retention || Camp_apoio || Teste;completed;500;Vitalício;Clique de 7 dias ou visualização de 1 dia;14;actions:link_click;4822;9969;2,483571;34,77;2022-05-07;2,067399;14;0,240746;754;0,046114;338;0,10287;56;49,7896;0,156367;0,070095;0,066034;0,147307;1742,636;50,118953;87,1318;2,505948
2022-05-02;2022-05-02;Traffic||Branding geral||Abril;completed;1500;Vitalício;Clique de 7 dias ou visualização de 1 dia;41;actions:link_click;9758;13824;0,844878;34,64;2022-05-02;1,416684;40;0,390625;3476;0,009965;1486;0,023311;399;354,7509;0,356221;0,152285;0,102057;0,238729;12416,2815;358,437688;620,814075;17,921884
2022-05-02;2022-05-02;Traffic||Branding geral||Março;not_delivering;2000;Vitalício;Clique de 7 dias ou visualização de 1 dia;;;0;0;;0;2022-04-01;0;;0;;;;;;;;;;;;;;
2022-05-02;2022-05-02;App installs||Marketing_geral||Fevereiro;completed;Usando orçamento do conjunto de anúncios;0;Clique de 1 dia ou visualização de 1 dia;;;0;0;;0;2022-02-19;0;;0;;;;;;;;;;;;;;
2022-05-02;2022-05-02;Traffic||Branding geral||Fevereiro;completed;Usando orçamento do conjunto de anúncios;0;Clique de 7 dias ou visualização de 1 dia;;;0;0;;0;2022-03-04;0;;0;;;;;;;;;;;;;;
2022-05-02;2022-05-02;Traffic||Branding geral||Janeiro;not_delivering;Usando orçamento do conjunto de anúncios;0;Clique de 7 dias ou visualização de 1 dia;;;0;0;;0;2022-01-31;0;;0;;;;;;;;;;;;;;
2022-05-02;2022-05-02;Traffic||Branding geral||Dezembro;completed;Usando orçamento do conjunto de anúncios;0;Clique de 7 dias ou visualização de 1 dia;;;0;0;;0;2021-12-31;0;;0;;;;;;;;;;;;;;
2022-05-02;2022-05-02;Traffic||Branding geral||Dezembro;archived;Usando orçamento do conjunto de anúncios;0;Clique de 7 dias ou visualização de 1 dia;;;0;0;;0;2021-12-09;0;;0;;;;;;;;;;;;;;
2022-05-01;2022-05-01;Traffic||Branding geral||Dinamic_full_time;active;130;Diário;Clique de 7 dias ou visualização de 1 dia;;;0;0;;0;Contínuo;0;;0;;;;;;;;;;;;;;
2022-05-01;2022-05-01;Traffic||Branding geral||Maio(Dinamic_test);completed;2000;Vitalício;Clique de 7 dias ou visualização de 1 dia;;;0;0;;0;2022-06-05;0;;0;;;;;;;;;;;;;;
2022-05-01;2022-05-01;Traffic||Prospection ||Limoeiro;completed;Usando orçamento do conjunto de anúncios;0;Clique de 7 dias ou visualização de 1 dia;7;actions:link_click;808;1465;0,982857;6,88;2022-05-09;1,813119;7;0,614334;;;;;;;;;;;;;;
2022-05-01;2022-05-01;Retention || Camp_apoio || Teste;completed;500;Vitalício;Clique de 7 dias ou visualização de 1 dia;10;actions:link_click;1876;3032;0,898;8,98;2022-05-07;1,616205;9;0,527704;684;0,013129;228;0,039386;65;57,7915;0,364606;0,121535;0,084491;0,253471;2022,7025;225,245267;101,135125;11,262263
2022-05-01;2022-05-01;Traffic||Branding geral||Abril;completed;1500;Vitalício;Clique de 7 dias ou visualização de 1 dia;51;actions:link_click;11704;17296;0,863725;44,05;2022-05-02;1,477785;49;0,364246;5864;0,007512;2020;0,021807;768;682,8288;0,501025;0,172591;0,116444;0,338034;23899,008;542,542747;1194,9504;27,127137
2022-05-01;2022-05-01;Traffic||Branding geral||Março;not_delivering;2000;Vitalício;Clique de 7 dias ou visualização de 1 dia;;;0;0;;0;2022-04-01;0;;0;;;;;;;;;;;;;;
2022-05-01;2022-05-01;App installs||Marketing_geral||Fevereiro;completed;Usando orçamento do conjunto de anúncios;0;Clique de 1 dia ou visualização de 1 dia;;;0;0;;0;2022-02-19;0;;0;;;;;;;;;;;;;;
2022-05-01;2022-05-01;Traffic||Branding geral||Fevereiro;completed;Usando orçamento do conjunto de anúncios;0;Clique de 7 dias ou visualização de 1 dia;;;0;0;;0;2022-03-04;0;;0;;;;;;;;;;;;;;
2022-05-01;2022-05-01;Traffic||Branding geral||Janeiro;not_delivering;Usando orçamento do conjunto de anúncios;0;Clique de 7 dias ou visualização de 1 dia;;;0;0;;0;2022-01-31;0;;0;;;;;;;;;;;;;;
2022-05-01;2022-05-01;Traffic||Branding geral||Dezembro;completed;Usando orçamento do conjunto de anúncios;0;Clique de 7 dias ou visualização de 1 dia;;;0;0;;0;2021-12-31;0;;0;;;;;;;;;;;;;;
2022-05-01;2022-05-01;Traffic||Branding geral||Dezembro;archived;Usando orçamento do conjunto de anúncios;0;Clique de 7 dias ou visualização de 1 dia;;;0;0;;0;2021-12-09;0;;0;;;;;;;;;;;;;;
2022-04-30;2022-04-30;Traffic||Branding geral||Dinamic_full_time;active;130;Diário;Clique de 7 dias ou visualização de 1 dia;;;0;0;;0;Contínuo;0;;0;;;;;;;;;;;;;;
2022-04-30;2022-04-30;Traffic||Branding geral||Maio(Dinamic_test);completed;2000;Vitalício;Clique de 7 dias ou visualização de 1 dia;;;0;0;;0;2022-06-05;0;;0;;;;;;;;;;;;;;
2022-04-30;2022-04-30;Traffic||Prospection ||Limoeiro;completed;Usando orçamento do conjunto de anúncios;0;Clique de 7 dias ou visualização de 1 dia;7;actions:link_click;381;515;0,478571;3,35;2022-05-09;1,351706;6;1,553398;;;;;;;;;;;;;;
2022-04-30;2022-04-30;Retention || Camp_apoio || Teste;completed;500;Vitalício;Clique de 7 dias ou visualização de 1 dia;8;actions:link_click;1504;2390;1,1125;8,9;2022-05-07;1,589096;7;0,460251;306;0,029085;134;0,066418;26;23,1166;0,203457;0,089096;0,075544;0,172512;809,081;90,907978;40,45405;4,545399
2022-04-30;2022-04-30;Traffic||Branding geral||Abril;completed;1500;Vitalício;Clique de 7 dias ou visualização de 1 dia;40;actions:link_click;8662;12977;1,11575;44,63;2022-05-02;1,498153;40;0,431533;3161;0,014119;1186;0,037631;408;362,7528;0,364927;0,13692;0,114759;0,305862;12696,348;284,480125;634,8174;14,224006
2022-04-30;2022-04-30;Traffic||Branding geral||Março;not_delivering;2000;Vitalício;Clique de 7 dias ou visualização de 1 dia;;;0;0;;0;2022-04-01;0;;0;;;;;;;;;;;;;;
2022-04-30;2022-04-30;App installs||Marketing_geral||Fevereiro;completed;Usando orçamento do conjunto de anúncios;0;Clique de 1 dia ou visualização de 1 dia;;;0;0;;0;2022-02-19;0;;0;;;;;;;;;;;;;;
2022-04-30;2022-04-30;Traffic||Branding geral||Fevereiro;completed;Usando orçamento do conjunto de anúncios;0;Clique de 7 dias ou visualização de 1 dia;;;0;0;;0;2022-03-04;0;;0;;;;;;;;;;;;;;
2022-04-30;2022-04-30;Traffic||Branding geral||Janeiro;not_delivering;Usando orçamento do conjunto de anúncios;0;Clique de 7 dias ou visualização de 1 dia;;;0;0;;0;2022-01-31;0;;0;;;;;;;;;;;;;;
2022-04-30;2022-04-30;Traffic||Branding geral||Dezembro;completed;Usando orçamento do conjunto de anúncios;0;Clique de 7 dias ou visualização de 1 dia;;;0;0;;0;2021-12-31;0;;0;;;;;;;;;;;;;;
2022-04-30;2022-04-30;Traffic||Branding geral||Dezembro;archived;Usando orçamento do conjunto de anúncios;0;Clique de 7 dias ou visualização de 1 dia;;;0;0;;0;2021-12-09;0;;0;;;;;;;;;;;;;;
2022-04-29;2022-04-29;Traffic||Branding geral||Dinamic_full_time;active;130;Diário;Clique de 7 dias ou visualização de 1 dia;;;0;0;;0;Contínuo;0;;0;;;;;;;;;;;;;;
2022-04-29;2022-04-29;Traffic||Branding geral||Maio(Dinamic_test);completed;2000;Vitalício;Clique de 7 dias ou visualização de 1 dia;;;0;0;;0;2022-06-05;0;;0;;;;;;;;;;;;;;
2022-04-29;2022-04-29;Traffic||Prospection ||Limoeiro;completed;Usando orçamento do conjunto de anúncios;0;Clique de 7 dias ou visualização de 1 dia;1;actions:link_click;252;362;2,92;2,92;2022-05-09;1,436508;1;0,552486;;;;;;;;;;;;;;
2022-04-29;2022-04-29;Retention || Camp_apoio || Teste;completed;500;Vitalício;Clique de 7 dias ou visualização de 1 dia;7;actions:link_click;1146;1866;1,22;8,54;2022-05-07;1,628272;6;0,535906;153;0,055817;85;0,100471;10;8,891;0,133508;0,074171;0,058111;0,1046;311,185;36,438525;15,55925;1,821926
2022-04-29;2022-04-29;Traffic||Branding geral||Abril;completed;1500;Vitalício;Clique de 7 dias ou visualização de 1 dia;41;actions:link_click;6936;10880;1,036341;42,49;2022-05-02;1,568627;40;0,542279;1734;0,024504;696;0,061049;207;184,0437;0,25;0,100346;0,106138;0,264431;6441,5295;151,601071;322,076475;7,580054
2022-04-29;2022-04-29;Traffic||Branding geral||Março;not_delivering;2000;Vitalício;Clique de 7 dias ou visualização de 1 dia;;;0;0;;0;2022-04-01;0;;0;;;;;;;;;;;;;;
2022-04-29;2022-04-29;App installs||Marketing_geral||Fevereiro;completed;Usando orçamento do conjunto de anúncios;0;Clique de 1 dia ou visualização de 1 dia;;;0;0;;0;2022-02-19;0;;0;;;;;;;;;;;;;;
2022-04-29;2022-04-29;Traffic||Branding geral||Fevereiro;completed;Usando orçamento do conjunto de anúncios;0;Clique de 7 dias ou visualização de 1 dia;;;0;0;;0;2022-03-04;0;;0;;;;;;;;;;;;;;
2022-04-29;2022-04-29;Traffic||Branding geral||Janeiro;not_delivering;Usando orçamento do conjunto de anúncios;0;Clique de 7 dias ou visualização de 1 dia;;;0;0;;0;2022-01-31;0;;0;;;;;;;;;;;;;;
2022-04-29;2022-04-29;Traffic||Branding geral||Dezembro;completed;Usando orçamento do conjunto de anúncios;0;Clique de 7 dias ou visualização de 1 dia;;;0;0;;0;2021-12-31;0;;0;;;;;;;;;;;;;;
2022-04-29;2022-04-29;Traffic||Branding geral||Dezembro;archived;Usando orçamento do conjunto de anúncios;0;Clique de 7 dias ou visualização de 1 dia;;;0;0;;0;2021-12-09;0;;0;;;;;;;;;;;;;;
2022-04-28;2022-04-28;Traffic||Branding geral||Dinamic_full_time;active;130;Diário;Clique de 7 dias ou visualização de 1 dia;;;0;0;;0;Contínuo;0;;0;;;;;;;;;;;;;;
2022-04-28;2022-04-28;Traffic||Branding geral||Maio(Dinamic_test);completed;2000;Vitalício;Clique de 7 dias ou visualização de 1 dia;;;0;0;;0;2022-06-05;0;;0;;;;;;;;;;;;;;
2022-04-28;2022-04-28;Traffic||Prospection ||Limoeiro;completed;Usando orçamento do conjunto de anúncios;0;Clique de 7 dias ou visualização de 1 dia;1;actions:link_click;561;973;6,8;6,8;2022-05-09;1,734403;1;0,20555;;;;;;;;;;;;;;
